Pregunta_ID,Modulo,Tema,Nivel,Tipo_Relacion,Pregunta,Respuesta_1,Respuesta_2,Respuesta_3,Respuesta_4,Respuesta_Correcta,Estado,Fuente_ID,Evaluacion_ID,Estado_Validacion,Estado_Uso
PAT_00041,Patologias,Insomnio,Nivel 2,Descripcion_Sintomas,"Considere la patología Insomnio. Su descripción es: Dificultad para conciliar el sueño, permanecer dormido o lograr un descanso reparador, afectando el bienestar físico, mental y emocional. y presenta señales como Dificultad para conciliar el sueño; despertares frecuentes; despertar muy temprano; sensación de sueño poco reparador; cansancio al despertar; somnolencia diurna; irritabilidad; dificultad para concentrarse; disminución del rendimiento físico o mental; fatiga.. Seleccione las DOS afirmaciones correctas.",La descripción corresponde a una condición diferente.,Las señales indicadas no son compatibles con esta patología.,Las señales indicadas son compatibles con Insomnio.,La descripción corresponde a Insomnio.,"3,4",APROBADA,P007,,,
PAT_00042,Patologias,Varicocele (Apoyo a la salud vascular y reproductiva masculina),Nivel 2,Sintomas_Causa,"En relación con Varicocele (Apoyo a la salud vascular y reproductiva masculina), considere la señal Diagnóstico médico de varicocele y el factor Insuficiencia de las válvulas venosas del cordón espermático. Seleccione las DOS afirmaciones correctas.",Diagnóstico médico de varicocele corresponde principalmente a otra condición.,Insuficiencia de las válvulas venosas del cordón espermático corresponde exclusivamente a otra patología.,Insuficiencia de las válvulas venosas del cordón espermático puede estar relacionada con Varicocele (Apoyo a la salud vascular y reproductiva masculina).,Diagnóstico médico de varicocele puede presentarse en Varicocele (Apoyo a la salud vascular y reproductiva masculina).,"3,4",APROBADA,P008,,,
PAT_00043,Patologias,Varicocele (Apoyo a la salud vascular y reproductiva masculina),Nivel 2,Descripcion_Causa,"Considere Varicocele (Apoyo a la salud vascular y reproductiva masculina). La descripción es: Dilatación anormal de las venas del cordón espermático, generalmente en el lado izquierdo, que puede afectar la circulación testicular y, en algunos casos, la fertilidad, la producción de testosterona o generar molestias locales. y uno de los factores relacionados es Insuficiencia de las válvulas venosas del cordón espermático. Seleccione las DOS afirmaciones correctas.",La descripción corresponde principalmente a otra condición.,La descripción corresponde a Varicocele (Apoyo a la salud vascular y reproductiva masculina).,Una causa o factor relacionado es Insuficiencia de las válvulas venosas del cordón espermático.,El factor indicado no se relaciona con esta patología.,"2,3",APROBADA,P008,,,
PAT_00044,Patologias,Varicocele (Apoyo a la salud vascular y reproductiva masculina),Nivel 2,Descripcion_Sintomas,"Considere la patología Varicocele (Apoyo a la salud vascular y reproductiva masculina). Su descripción es: Dilatación anormal de las venas del cordón espermático, generalmente en el lado izquierdo, que puede afectar la circulación testicular y, en algunos casos, la fertilidad, la producción de testosterona o generar molestias locales. y presenta señales como Diagnóstico médico de varicocele; sensación de pesadez o dolor en el escroto; molestias que aumentan al estar de pie o al realizar esfuerzo; disminución de la fertilidad; disminución de la vitalidad masculina; reducción de las erecciones matutinas; disminución de la libido (en algunos casos).. Seleccione las DOS afirmaciones correctas.",Las señales indicadas son compatibles con Varicocele (Apoyo a la salud vascular y reproductiva masculina).,Las señales indicadas no son compatibles con esta patología.,La descripción corresponde a Varicocele (Apoyo a la salud vascular y reproductiva masculina).,La descripción corresponde a una condición diferente.,"1,3",APROBADA,P008,,,
PAT_00045,Patologias,Bienestar íntimo femenino y función sexual,Nivel 2,Sintomas_Causa,"En relación con Bienestar íntimo femenino y función sexual, considere la señal Disminución de la libido y el factor Disminución de estrógenos (perimenopausia/menopausia). Seleccione las DOS afirmaciones correctas.",Disminución de estrógenos (perimenopausia/menopausia) puede estar relacionada con Bienestar íntimo femenino y función sexual.,Disminución de la libido corresponde principalmente a otra condición.,Disminución de la libido puede presentarse en Bienestar íntimo femenino y función sexual.,Disminución de estrógenos (perimenopausia/menopausia) corresponde exclusivamente a otra patología.,"1,3",APROBADA,P009,,,
PAT_00046,Patologias,Bienestar íntimo femenino y función sexual,Nivel 2,Descripcion_Causa,"Considere Bienestar íntimo femenino y función sexual. La descripción es: Disminución del deseo sexual o alteraciones del bienestar íntimo que pueden afectar la satisfacción durante las relaciones sexuales. Puede estar relacionada con factores hormonales, emocionales, circulatorios, metabólicos o alteraciones de la flora vaginal. y uno de los factores relacionados es Disminución de estrógenos (perimenopausia/menopausia). Seleccione las DOS afirmaciones correctas.",La descripción corresponde principalmente a otra condición.,El factor indicado no se relaciona con esta patología.,Una causa o factor relacionado es Disminución de estrógenos (perimenopausia/menopausia).,La descripción corresponde a Bienestar íntimo femenino y función sexual.,"3,4",APROBADA,P009,,,
PAT_00047,Patologias,Bienestar íntimo femenino y función sexual,Nivel 2,Descripcion_Sintomas,"Considere la patología Bienestar íntimo femenino y función sexual. Su descripción es: Disminución del deseo sexual o alteraciones del bienestar íntimo que pueden afectar la satisfacción durante las relaciones sexuales. Puede estar relacionada con factores hormonales, emocionales, circulatorios, metabólicos o alteraciones de la flora vaginal. y presenta señales como Disminución de la libido; resequedad vaginal; disminución de la lubricación; molestias o dolor durante las relaciones sexuales; menor sensibilidad o excitación; dificultad para alcanzar el orgasmo; infecciones urinarias o vaginales recurrentes; disminución del bienestar íntimo.. Seleccione las DOS afirmaciones correctas.",Las señales indicadas son compatibles con Bienestar íntimo femenino y función sexual.,Las señales indicadas no son compatibles con esta patología.,La descripción corresponde a una condición diferente.,La descripción corresponde a Bienestar íntimo femenino y función sexual.,"1,4",APROBADA,P009,,,
PAT_00048,Patologias,Apoyo a la salud reproductiva femenina y planificación del embarazo,Nivel 2,Descripcion_Causa,"Considere Apoyo a la salud reproductiva femenina y planificación del embarazo. La descripción es: Condición en la que uno o varios factores nutricionales, hormonales, metabólicos, emocionales o de estilo de vida pueden disminuir las condiciones óptimas para la concepción. El sistema brinda apoyo nutricional y bienestar reproductivo como complemento y no reemplaza la valoración médica especializada. y uno de los factores relacionados es Déficit nutricional (ácido fólico, hierro, zinc, vitamina D). Seleccione las DOS afirmaciones correctas.",La descripción corresponde principalmente a otra condición.,La descripción corresponde a Apoyo a la salud reproductiva femenina y planificación del embarazo.,El factor indicado no se relaciona con esta patología.,"Una causa o factor relacionado es Déficit nutricional (ácido fólico, hierro, zinc, vitamina D).","2,4",APROBADA,P010,,,
PAT_00049,Patologias,Apoyo a la salud reproductiva femenina y planificación del embarazo,Nivel 2,Sintomas_Causa,"En relación con Apoyo a la salud reproductiva femenina y planificación del embarazo, considere la señal Dificultad para lograr embarazo y el factor Déficit nutricional (ácido fólico, hierro, zinc, vitamina D). Seleccione las DOS afirmaciones correctas.","Déficit nutricional (ácido fólico, hierro, zinc, vitamina D) corresponde exclusivamente a otra patología.","Déficit nutricional (ácido fólico, hierro, zinc, vitamina D) puede estar relacionada con Apoyo a la salud reproductiva femenina y planificación del embarazo.",Dificultad para lograr embarazo puede presentarse en Apoyo a la salud reproductiva femenina y planificación del embarazo.,Dificultad para lograr embarazo corresponde principalmente a otra condición.,"2,3",APROBADA,P010,,,
PAT_00050,Patologias,Apoyo a la salud reproductiva femenina y planificación del embarazo,Nivel 2,Descripcion_Sintomas,"Considere la patología Apoyo a la salud reproductiva femenina y planificación del embarazo. Su descripción es: Condición en la que uno o varios factores nutricionales, hormonales, metabólicos, emocionales o de estilo de vida pueden disminuir las condiciones óptimas para la concepción. El sistema brinda apoyo nutricional y bienestar reproductivo como complemento y no reemplaza la valoración médica especializada. y presenta señales como Dificultad para lograr embarazo; planificación del embarazo; ciclos menstruales irregulares; antecedentes de infertilidad; fatiga o deficiencias nutricionales; diagnóstico de baja reserva ovárica o alteraciones ovulatorias; antecedentes de aborto temprano; deseo de optimizar el estado nutricional antes de la concepción.. Seleccione las DOS afirmaciones correctas.",Las señales indicadas no son compatibles con esta patología.,La descripción corresponde a una condición diferente.,Las señales indicadas son compatibles con Apoyo a la salud reproductiva femenina y planificación del embarazo.,La descripción corresponde a Apoyo a la salud reproductiva femenina y planificación del embarazo.,"3,4",APROBADA,P010,,,
PAT_00051,Patologias,Síndrome de Ovario Poliquístico (SOP),Nivel 2,Descripcion_Causa,"Considere Síndrome de Ovario Poliquístico (SOP). La descripción es: Trastorno hormonal y metabólico caracterizado por alteraciones en la ovulación, exceso de andrógenos y, con frecuencia, resistencia a la insulina, que puede afectar la salud reproductiva, metabólica y cardiovascular de la mujer. y uno de los factores relacionados es Predisposición genética. Seleccione las DOS afirmaciones correctas.",La descripción corresponde a Síndrome de Ovario Poliquístico (SOP).,El factor indicado no se relaciona con esta patología.,Una causa o factor relacionado es Predisposición genética.,La descripción corresponde principalmente a otra condición.,"1,3",APROBADA,P011,,,
PAT_00052,Patologias,Síndrome de Ovario Poliquístico (SOP),Nivel 2,Descripcion_Sintomas,"Considere la patología Síndrome de Ovario Poliquístico (SOP). Su descripción es: Trastorno hormonal y metabólico caracterizado por alteraciones en la ovulación, exceso de andrógenos y, con frecuencia, resistencia a la insulina, que puede afectar la salud reproductiva, metabólica y cardiovascular de la mujer. y presenta señales como Menstruaciones irregulares o ausencia de menstruación; dificultad para quedar embarazada; acné; exceso de vello corporal o facial; caída del cabello; aumento de peso; resistencia a la insulina; ovarios con múltiples folículos en ecografía.. Seleccione las DOS afirmaciones correctas.",Las señales indicadas no son compatibles con esta patología.,Las señales indicadas son compatibles con Síndrome de Ovario Poliquístico (SOP).,La descripción corresponde a una condición diferente.,La descripción corresponde a Síndrome de Ovario Poliquístico (SOP).,"2,4",APROBADA,P011,,,
PAT_00053,Patologias,Síndrome de Ovario Poliquístico (SOP),Nivel 2,Sintomas_Causa,"En relación con Síndrome de Ovario Poliquístico (SOP), considere la señal Menstruaciones irregulares o ausencia de menstruación y el factor Predisposición genética. Seleccione las DOS afirmaciones correctas.",Menstruaciones irregulares o ausencia de menstruación puede presentarse en Síndrome de Ovario Poliquístico (SOP).,Predisposición genética puede estar relacionada con Síndrome de Ovario Poliquístico (SOP).,Predisposición genética corresponde exclusivamente a otra patología.,Menstruaciones irregulares o ausencia de menstruación corresponde principalmente a otra condición.,"1,2",APROBADA,P011,,,
PAT_00054,Patologias,Quistes ováricos funcionales,Nivel 2,Descripcion_Causa,"Considere Quistes ováricos funcionales. La descripción es: Presencia de quistes benignos que se forman durante el ciclo menstrual y que, en la mayoría de los casos, desaparecen espontáneamente, aunque algunos pueden producir dolor o alteraciones menstruales. y uno de los factores relacionados es Cambios normales del ciclo ovulatorio. Seleccione las DOS afirmaciones correctas.",Una causa o factor relacionado es Cambios normales del ciclo ovulatorio.,La descripción corresponde a Quistes ováricos funcionales.,El factor indicado no se relaciona con esta patología.,La descripción corresponde principalmente a otra condición.,"1,2",APROBADA,P012,,,
PAT_00055,Patologias,Quistes ováricos funcionales,Nivel 2,Descripcion_Sintomas,"Considere la patología Quistes ováricos funcionales. Su descripción es: Presencia de quistes benignos que se forman durante el ciclo menstrual y que, en la mayoría de los casos, desaparecen espontáneamente, aunque algunos pueden producir dolor o alteraciones menstruales. y presenta señales como Dolor pélvico unilateral; sensación de presión o pesadez en la pelvis; dolor durante las relaciones sexuales; alteraciones del ciclo menstrual; distensión abdominal; en muchos casos ausencia de síntomas.. Seleccione las DOS afirmaciones correctas.",La descripción corresponde a una condición diferente.,La descripción corresponde a Quistes ováricos funcionales.,Las señales indicadas son compatibles con Quistes ováricos funcionales.,Las señales indicadas no son compatibles con esta patología.,"2,3",APROBADA,P012,,,
PAT_00056,Patologias,Quistes ováricos funcionales,Nivel 2,Sintomas_Causa,"En relación con Quistes ováricos funcionales, considere la señal Dolor pélvico unilateral y el factor Cambios normales del ciclo ovulatorio. Seleccione las DOS afirmaciones correctas.",Dolor pélvico unilateral corresponde principalmente a otra condición.,Cambios normales del ciclo ovulatorio corresponde exclusivamente a otra patología.,Dolor pélvico unilateral puede presentarse en Quistes ováricos funcionales.,Cambios normales del ciclo ovulatorio puede estar relacionada con Quistes ováricos funcionales.,"3,4",APROBADA,P012,,,
PAT_00057,Patologias,Endometriosis,Nivel 2,Sintomas_Causa,"En relación con Endometriosis, considere la señal Dolor menstrual intenso y el factor Predisposición genética. Seleccione las DOS afirmaciones correctas.",Dolor menstrual intenso corresponde principalmente a otra condición.,Dolor menstrual intenso puede presentarse en Endometriosis.,Predisposición genética puede estar relacionada con Endometriosis.,Predisposición genética corresponde exclusivamente a otra patología.,"2,3",APROBADA,P013,,,
PAT_00058,Patologias,Endometriosis,Nivel 2,Descripcion_Causa,"Considere Endometriosis. La descripción es: Enfermedad inflamatoria crónica en la que tejido similar al endometrio crece fuera del útero, ocasionando dolor pélvico, inflamación y, en algunas mujeres, dificultades para lograr el embarazo. y uno de los factores relacionados es Predisposición genética. Seleccione las DOS afirmaciones correctas.",Una causa o factor relacionado es Predisposición genética.,La descripción corresponde principalmente a otra condición.,El factor indicado no se relaciona con esta patología.,La descripción corresponde a Endometriosis.,"1,4",APROBADA,P013,,,
PAT_00059,Patologias,Endometriosis,Nivel 2,Descripcion_Sintomas,"Considere la patología Endometriosis. Su descripción es: Enfermedad inflamatoria crónica en la que tejido similar al endometrio crece fuera del útero, ocasionando dolor pélvico, inflamación y, en algunas mujeres, dificultades para lograr el embarazo. y presenta señales como Dolor menstrual intenso; dolor pélvico crónico; dolor durante las relaciones sexuales; sangrado menstrual abundante o prolongado; dolor al evacuar o al orinar durante la menstruación; infertilidad; fatiga.. Seleccione las DOS afirmaciones correctas.",Las señales indicadas son compatibles con Endometriosis.,La descripción corresponde a Endometriosis.,La descripción corresponde a una condición diferente.,Las señales indicadas no son compatibles con esta patología.,"1,2",APROBADA,P013,,,
PAT_00060,Patologias,Osteoporosis,Nivel 2,Sintomas_Causa,"En relación con Osteoporosis, considere la señal Dolor de espalda frecuente y el factor Envejecimiento. Seleccione las DOS afirmaciones correctas.",Dolor de espalda frecuente corresponde principalmente a otra condición.,Envejecimiento puede estar relacionada con Osteoporosis.,Dolor de espalda frecuente puede presentarse en Osteoporosis.,Envejecimiento corresponde exclusivamente a otra patología.,"2,3",APROBADA,P014,,,
PAT_00061,Patologias,Osteoporosis,Nivel 2,Descripcion_Causa,"Considere Osteoporosis. La descripción es: Enfermedad en la que los huesos pierden densidad y resistencia, aumentando el riesgo de fracturas, especialmente en columna, cadera y muñeca. Puede avanzar silenciosamente durante años sin síntomas evidentes. y uno de los factores relacionados es Envejecimiento. Seleccione las DOS afirmaciones correctas.",El factor indicado no se relaciona con esta patología.,Una causa o factor relacionado es Envejecimiento.,La descripción corresponde a Osteoporosis.,La descripción corresponde principalmente a otra condición.,"2,3",APROBADA,P014,,,
PAT_00062,Patologias,Osteoporosis,Nivel 2,Descripcion_Sintomas,"Considere la patología Osteoporosis. Su descripción es: Enfermedad en la que los huesos pierden densidad y resistencia, aumentando el riesgo de fracturas, especialmente en columna, cadera y muñeca. Puede avanzar silenciosamente durante años sin síntomas evidentes. y presenta señales como Dolor de espalda frecuente; pérdida de estatura con los años; postura encorvada; fracturas ante golpes leves; debilidad muscular; disminución de fuerza; dificultad para mantener actividad física; antecedentes familiares de osteoporosis; menopausia o edad avanzada.. Seleccione las DOS afirmaciones correctas.",La descripción corresponde a Osteoporosis.,Las señales indicadas son compatibles con Osteoporosis.,La descripción corresponde a una condición diferente.,Las señales indicadas no son compatibles con esta patología.,"1,2",APROBADA,P014,,,
PAT_00063,Patologias,Artrosis (desgaste articular / osteoartritis),Nivel 2,Descripcion_Causa,"Considere Artrosis (desgaste articular / osteoartritis). La descripción es: Enfermedad degenerativa de las articulaciones en la que el cartílago que protege los huesos se deteriora progresivamente, generando dolor, rigidez y pérdida de movilidad. y uno de los factores relacionados es Envejecimiento. Seleccione las DOS afirmaciones correctas.",El factor indicado no se relaciona con esta patología.,La descripción corresponde a Artrosis (desgaste articular / osteoartritis).,La descripción corresponde principalmente a otra condición.,Una causa o factor relacionado es Envejecimiento.,"2,4",APROBADA,P015,,,
PAT_00064,Patologias,Artrosis (desgaste articular / osteoartritis),Nivel 2,Descripcion_Sintomas,"Considere la patología Artrosis (desgaste articular / osteoartritis). Su descripción es: Enfermedad degenerativa de las articulaciones en la que el cartílago que protege los huesos se deteriora progresivamente, generando dolor, rigidez y pérdida de movilidad. y presenta señales como Dolor en rodillas, cadera, manos o columna; rigidez después del reposo; dificultad para movilizar la articulación; crujidos o sensación de roce; disminución de movilidad; molestias que aumentan con el uso de la articulación.. Seleccione las DOS afirmaciones correctas.",La descripción corresponde a una condición diferente.,Las señales indicadas no son compatibles con esta patología.,La descripción corresponde a Artrosis (desgaste articular / osteoartritis).,Las señales indicadas son compatibles con Artrosis (desgaste articular / osteoartritis).,"3,4",APROBADA,P015,,,
PAT_00065,Patologias,Artrosis (desgaste articular / osteoartritis),Nivel 2,Sintomas_Causa,"En relación con Artrosis (desgaste articular / osteoartritis), considere la señal Dolor en rodillas, cadera, manos o columna y el factor Envejecimiento. Seleccione las DOS afirmaciones correctas.",Envejecimiento corresponde exclusivamente a otra patología.,"Dolor en rodillas, cadera, manos o columna puede presentarse en Artrosis (desgaste articular / osteoartritis).",Envejecimiento puede estar relacionada con Artrosis (desgaste articular / osteoartritis).,"Dolor en rodillas, cadera, manos o columna corresponde principalmente a otra condición.","2,3",APROBADA,P015,,,
PAT_00066,Patologias,Artritis inflamatoria,Nivel 2,Sintomas_Causa,"En relación con Artritis inflamatoria, considere la señal Dolor articular y el factor Alteraciones del sistema inmunológico. Seleccione las DOS afirmaciones correctas.",Dolor articular corresponde principalmente a otra condición.,Alteraciones del sistema inmunológico puede estar relacionada con Artritis inflamatoria.,Alteraciones del sistema inmunológico corresponde exclusivamente a otra patología.,Dolor articular puede presentarse en Artritis inflamatoria.,"2,4",APROBADA,P016,,,
PAT_00067,Patologias,Artritis inflamatoria,Nivel 2,Descripcion_Sintomas,"Considere la patología Artritis inflamatoria. Su descripción es: Condición en la que existe inflamación dentro de una o varias articulaciones, causando dolor, rigidez y sensibilidad. Algunas formas pueden tener origen autoinmune y requieren seguimiento médico. y presenta señales como Dolor articular; inflamación visible; articulaciones calientes o sensibles; rigidez prolongada especialmente al despertar; dificultad para mover la articulación; fatiga asociada; molestias en varias articulaciones.. Seleccione las DOS afirmaciones correctas.",La descripción corresponde a Artritis inflamatoria.,La descripción corresponde a una condición diferente.,Las señales indicadas no son compatibles con esta patología.,Las señales indicadas son compatibles con Artritis inflamatoria.,"1,4",APROBADA,P016,,,
PAT_00068,Patologias,Artritis inflamatoria,Nivel 2,Descripcion_Causa,"Considere Artritis inflamatoria. La descripción es: Condición en la que existe inflamación dentro de una o varias articulaciones, causando dolor, rigidez y sensibilidad. Algunas formas pueden tener origen autoinmune y requieren seguimiento médico. y uno de los factores relacionados es Alteraciones del sistema inmunológico. Seleccione las DOS afirmaciones correctas.",La descripción corresponde a Artritis inflamatoria.,El factor indicado no se relaciona con esta patología.,Una causa o factor relacionado es Alteraciones del sistema inmunológico.,La descripción corresponde principalmente a otra condición.,"1,3",APROBADA,P016,,,
PAT_00069,Patologias,Ciática / Lumbalgia,Nivel 2,Sintomas_Causa,"En relación con Ciática / Lumbalgia, considere la señal Dolor lumbar y el factor Sobrecarga física. Seleccione las DOS afirmaciones correctas.",Dolor lumbar corresponde principalmente a otra condición.,Sobrecarga física corresponde exclusivamente a otra patología.,Sobrecarga física puede estar relacionada con Ciática / Lumbalgia.,Dolor lumbar puede presentarse en Ciática / Lumbalgia.,"3,4",APROBADA,P017,,,
PAT_00070,Patologias,Ciática / Lumbalgia,Nivel 2,Descripcion_Causa,"Considere Ciática / Lumbalgia. La descripción es: Dolor localizado en la zona lumbar que puede relacionarse con músculos, columna o irritación del nervio ciático, pudiendo extenderse hacia glúteo o pierna. y uno de los factores relacionados es Sobrecarga física. Seleccione las DOS afirmaciones correctas.",La descripción corresponde a Ciática / Lumbalgia.,La descripción corresponde principalmente a otra condición.,Una causa o factor relacionado es Sobrecarga física.,El factor indicado no se relaciona con esta patología.,"1,3",APROBADA,P017,,,
PAT_00071,Patologias,Ciática / Lumbalgia,Nivel 2,Descripcion_Sintomas,"Considere la patología Ciática / Lumbalgia. Su descripción es: Dolor localizado en la zona lumbar que puede relacionarse con músculos, columna o irritación del nervio ciático, pudiendo extenderse hacia glúteo o pierna. y presenta señales como Dolor lumbar; dolor que baja hacia glúteo o pierna; sensación de tirón; rigidez de espalda; dificultad para moverse; molestias después de permanecer mucho tiempo sentado o de pie.. Seleccione las DOS afirmaciones correctas.",Las señales indicadas son compatibles con Ciática / Lumbalgia.,La descripción corresponde a una condición diferente.,La descripción corresponde a Ciática / Lumbalgia.,Las señales indicadas no son compatibles con esta patología.,"1,3",APROBADA,P017,,,
PAT_00072,Patologias,"Dolor muscular, contracturas y molestias musculoesqueléticas localizadas",Nivel 2,Descripcion_Sintomas,"Considere la patología Dolor muscular, contracturas y molestias musculoesqueléticas localizadas. Su descripción es: Molestias relacionadas con tensión, sobrecarga o irritación de músculos y tejidos blandos, que pueden afectar cuello, espalda u otras zonas del cuerpo. y presenta señales como Dolor localizado; sensación de tensión o contractura; rigidez muscular; molestias al mover la zona; cuello o espalda cargados; sensación de cansancio muscular.. Seleccione las DOS afirmaciones correctas.","La descripción corresponde a Dolor muscular, contracturas y molestias musculoesqueléticas localizadas.","Las señales indicadas son compatibles con Dolor muscular, contracturas y molestias musculoesqueléticas localizadas.",Las señales indicadas no son compatibles con esta patología.,La descripción corresponde a una condición diferente.,"1,2",APROBADA,P018,,,
PAT_00073,Patologias,"Dolor muscular, contracturas y molestias musculoesqueléticas localizadas",Nivel 2,Sintomas_Causa,"En relación con Dolor muscular, contracturas y molestias musculoesqueléticas localizadas, considere la señal Dolor localizado y el factor Esfuerzo físico. Seleccione las DOS afirmaciones correctas.",Dolor localizado corresponde principalmente a otra condición.,Esfuerzo físico corresponde exclusivamente a otra patología.,"Esfuerzo físico puede estar relacionada con Dolor muscular, contracturas y molestias musculoesqueléticas localizadas.","Dolor localizado puede presentarse en Dolor muscular, contracturas y molestias musculoesqueléticas localizadas.","3,4",APROBADA,P018,,,
PAT_00074,Patologias,"Dolor muscular, contracturas y molestias musculoesqueléticas localizadas",Nivel 2,Descripcion_Causa,"Considere Dolor muscular, contracturas y molestias musculoesqueléticas localizadas. La descripción es: Molestias relacionadas con tensión, sobrecarga o irritación de músculos y tejidos blandos, que pueden afectar cuello, espalda u otras zonas del cuerpo. y uno de los factores relacionados es Esfuerzo físico. Seleccione las DOS afirmaciones correctas.","La descripción corresponde a Dolor muscular, contracturas y molestias musculoesqueléticas localizadas.",Una causa o factor relacionado es Esfuerzo físico.,La descripción corresponde principalmente a otra condición.,El factor indicado no se relaciona con esta patología.,"1,2",APROBADA,P018,,,
PAT_00075,Patologias,Fibromialgia,Nivel 2,Sintomas_Causa,"En relación con Fibromialgia, considere la señal Dolor generalizado en diferentes zonas del cuerpo y el factor Alteraciones en la percepción del dolor. Seleccione las DOS afirmaciones correctas.",Alteraciones en la percepción del dolor puede estar relacionada con Fibromialgia.,Alteraciones en la percepción del dolor corresponde exclusivamente a otra patología.,Dolor generalizado en diferentes zonas del cuerpo puede presentarse en Fibromialgia.,Dolor generalizado en diferentes zonas del cuerpo corresponde principalmente a otra condición.,"1,3",APROBADA,P019,,,
PAT_00076,Patologias,Fibromialgia,Nivel 2,Descripcion_Sintomas,"Considere la patología Fibromialgia. Su descripción es: Síndrome caracterizado por dolor musculoesquelético generalizado, acompañado frecuentemente de fatiga, alteraciones del sueño y mayor sensibilidad al dolor. y presenta señales como Dolor generalizado en diferentes zonas del cuerpo; cansancio frecuente; sueño no reparador; rigidez; sensibilidad aumentada; dificultad para concentrarse; molestias musculares persistentes.. Seleccione las DOS afirmaciones correctas.",Las señales indicadas son compatibles con Fibromialgia.,La descripción corresponde a una condición diferente.,La descripción corresponde a Fibromialgia.,Las señales indicadas no son compatibles con esta patología.,"1,3",APROBADA,P019,,,
PAT_00077,Patologias,Fibromialgia,Nivel 2,Descripcion_Causa,"Considere Fibromialgia. La descripción es: Síndrome caracterizado por dolor musculoesquelético generalizado, acompañado frecuentemente de fatiga, alteraciones del sueño y mayor sensibilidad al dolor. y uno de los factores relacionados es Alteraciones en la percepción del dolor. Seleccione las DOS afirmaciones correctas.",La descripción corresponde a Fibromialgia.,El factor indicado no se relaciona con esta patología.,Una causa o factor relacionado es Alteraciones en la percepción del dolor.,La descripción corresponde principalmente a otra condición.,"1,3",APROBADA,P019,,,
PAT_00078,Patologias,Espolón calcáneo / dolor de talón (fascitis plantar asociada),Nivel 2,Sintomas_Causa,"En relación con Espolón calcáneo / dolor de talón (fascitis plantar asociada), considere la señal Dolor en el talón al dar los primeros pasos y el factor Sobrecarga del pie. Seleccione las DOS afirmaciones correctas.",Dolor en el talón al dar los primeros pasos corresponde principalmente a otra condición.,Sobrecarga del pie puede estar relacionada con Espolón calcáneo / dolor de talón (fascitis plantar asociada).,Sobrecarga del pie corresponde exclusivamente a otra patología.,Dolor en el talón al dar los primeros pasos puede presentarse en Espolón calcáneo / dolor de talón (fascitis plantar asociada).,"2,4",APROBADA,P020,,,
PAT_00079,Patologias,Espolón calcáneo / dolor de talón (fascitis plantar asociada),Nivel 2,Descripcion_Sintomas,Considere la patología Espolón calcáneo / dolor de talón (fascitis plantar asociada). Su descripción es: Molestia localizada en la zona del talón que suele relacionarse con irritación de tejidos de soporte del pie y puede generar dolor al caminar o permanecer de pie. y presenta señales como Dolor en el talón al dar los primeros pasos; dolor después de periodos de descanso; sensibilidad al apoyar; molestia al caminar; rigidez en la planta del pie.. Seleccione las DOS afirmaciones correctas.,La descripción corresponde a Espolón calcáneo / dolor de talón (fascitis plantar asociada).,Las señales indicadas son compatibles con Espolón calcáneo / dolor de talón (fascitis plantar asociada).,La descripción corresponde a una condición diferente.,Las señales indicadas no son compatibles con esta patología.,"1,2",APROBADA,P020,,,
PAT_00080,Patologias,Espolón calcáneo / dolor de talón (fascitis plantar asociada),Nivel 2,Descripcion_Causa,Considere Espolón calcáneo / dolor de talón (fascitis plantar asociada). La descripción es: Molestia localizada en la zona del talón que suele relacionarse con irritación de tejidos de soporte del pie y puede generar dolor al caminar o permanecer de pie. y uno de los factores relacionados es Sobrecarga del pie. Seleccione las DOS afirmaciones correctas.,Una causa o factor relacionado es Sobrecarga del pie.,El factor indicado no se relaciona con esta patología.,La descripción corresponde a Espolón calcáneo / dolor de talón (fascitis plantar asociada).,La descripción corresponde principalmente a otra condición.,"1,3",APROBADA,P020,,,
PAT_00081,Patologias,Caída de cabello (Alopecia),Nivel 1,Patologia_Descripcion,¿Cuál de las siguientes descripciones corresponde a Caída de cabello (Alopecia)?,"Disminución del deseo sexual o alteraciones del bienestar íntimo que pueden afectar la satisfacción durante las relaciones sexuales. Puede estar relacionada con factores hormonales, emocionales, circulatorios, metabólicos o alteraciones de la flora vaginal.","Molestias relacionadas con tensión, sobrecarga o irritación de músculos y tejidos blandos, que pueden afectar cuello, espalda u otras zonas del cuerpo.",Pérdida de densidad o volumen del cabello; puede ser temporal o progresiva según la causa.,"Dificultad para conciliar el sueño, permanecer dormido o lograr un descanso reparador, afectando el bienestar físico, mental y emocional.",3,APROBADA,P001,,,
PAT_00083,Patologias,Caída de cabello (Alopecia),Nivel 1,Sintomas_Patologia,Una persona presenta señales como Disminución de densidad; entradas; afinamiento; caída difusa; picazón/caspa; cuero cabelludo sensible; cambios en uñas; fatiga.. ¿Con cuál de las siguientes patologías se relacionan?,Insomnio,Caída de cabello (Alopecia),Quistes ováricos funcionales,Fibromialgia,2,APROBADA,P001,,,
